2025-05-27T09:58:06.245166,1,48.4,39.9,5883653120,7359705088,774639,52353226,80,0
2025-05-27T09:58:08.645522,1,38.8,39.9,5883653120,7359913984,778815,52490615,60,0
2025-05-27T09:58:10.784557,1,72.1,40.0,5883653120,7359913984,782508,52644928,68,0
2025-05-27T09:58:13.475760,1,24.3,39.9,5883653120,7360069632,786906,52796831,60,0
2025-05-27T09:58:16.299484,1,17.4,40.1,5883653120,7360069632,793984,53307899,60,0
2025-05-27T09:58:20.232575,0,29.1,39.8,5883653120,7360110592,799740,53418895,50,0
2025-05-27T09:58:23.929504,0,71.2,39.8,5883812864,7360323584,809664,53696540,60,0
2025-05-27T09:58:26.278150,1,38.8,39.9,5883812864,7360352256,813527,53796856,60,0
2025-05-27T09:58:28.522400,1,14.0,39.7,5883812864,7360454656,819293,53984653,60,0
2025-05-27T09:58:30.780960,1,20.4,39.8,5883812864,7360507904,824108,54125963,60,0
2025-05-27T09:58:32.928104,1,22.9,39.8,5883812864,7360507904,832413,54628342,60,0
2025-05-27T09:58:35.161557,1,14.8,39.8,5883812864,7360507904,837649,54776498,60,0
2025-05-27T09:58:37.341819,1,55.4,39.9,5883812864,7360544768,841345,54832213,80,0
2025-05-27T09:58:39.481066,1,12.2,40.0,5883812864,7360544768,863421,56352759,68,0
2025-05-27T09:58:41.601116,0,23.7,39.8,5883812864,7360581632,879609,57201667,60,0
2025-05-27T09:58:43.843438,1,18.1,39.6,5883812864,7360667648,901003,58170219,60,0
2025-05-27T09:58:46.041325,1,19.5,39.8,5883812864,7360745472,907755,58575767,60,0
2025-05-27T09:58:48.161430,1,15.9,40.0,5883812864,7360745472,914981,58975737,80,0
2025-05-27T09:58:50.311026,1,39.1,39.9,5883812864,7360745472,925636,59771866,60,0
2025-05-27T09:58:53.005704,1,16.7,40.0,5883812864,7360786432,945848,60912353,60,0
2025-05-27T09:58:55.118195,1,18.8,39.8,5883812864,7360786432,959762,62086963,72,0
2025-05-27T09:58:57.233693,1,37.8,39.9,5883812864,7360847872,972597,62992291,68,0
2025-05-27T09:58:59.354221,1,40.5,40.0,5883812864,7360864256,1003522,64646899,72,0
2025-05-27T09:59:01.481074,1,14.9,40.0,5883812864,7360864256,1007788,64716831,60,0
2025-05-27T09:59:03.591302,1,14.6,40.1,5883812864,7360905216,1018761,65498659,68,0
2025-05-27T09:59:05.701337,1,17.5,39.6,5883812864,7360905216,1048714,67635377,68,0
2025-05-27T09:59:09.661750,1,16.0,39.9,5883812864,7360966656,1062807,68629098,80,0
2025-05-27T09:59:11.782703,1,16.0,39.9,5883812864,7360966656,1071666,69158042,60,0
2025-05-27T09:59:13.897889,1,14.6,40.0,5883812864,7361130496,1086910,69692825,60,0
2025-05-27T09:59:16.010305,1,13.9,39.0,5883812864,7361130496,1097785,70257764,60,0
2025-05-27T09:59:18.139224,1,13.0,39.6,5883812864,7361208320,1106224,70797245,80,0
2025-05-27T09:59:20.276311,1,46.8,39.6,5883812864,7361208320,1125294,71878755,68,0
2025-05-27T09:59:22.566415,1,48.8,39.7,5883812864,7361208320,1149268,73467768,68,0
2025-05-27T09:59:24.706453,1,17.2,39.8,5883812864,7361249280,1164822,74015828,60,0
2025-05-27T09:59:26.843615,1,55.4,39.6,5883812864,7361249280,1173404,74679813,80,0
2025-05-27T09:59:28.978366,1,21.3,39.5,5883812864,7361404928,1179718,74969116,60,0
2025-05-27T09:59:31.095301,1,15.4,39.7,5883812864,7361634304,1199107,75852285,80,0
2025-05-27T09:59:33.214952,1,15.0,39.9,5883812864,7361716224,1206703,76378822,80,0
2025-05-27T09:59:35.331761,1,19.3,39.9,5883812864,7361716224,1216187,76826385,60,0
2025-05-27T09:59:37.446568,1,17.1,39.3,5883812864,7361732608,1233961,77831392,60,0
2025-05-27T09:59:39.590313,1,22.0,39.7,5883812864,7361773568,1247394,78801235,60,0
2025-05-27T09:59:41.715913,1,25.0,39.7,5883812864,7361773568,1254498,79116642,60,0
2025-05-27T09:59:43.833708,1,12.5,39.8,5883812864,7361814528,1285121,80845856,68,0
2025-05-27T09:59:45.965154,1,14.8,39.8,5883812864,7362023424,1291689,81265359,60,0
2025-05-27T09:59:48.120234,1,19.3,39.6,5883812864,7362023424,1305897,81959277,80,0
2025-05-27T09:59:50.269437,1,37.3,39.8,5883812864,7362088960,1315635,82790129,60,0
2025-05-27T09:59:52.561365,1,15.9,39.9,5883812864,7362088960,1323370,83314904,60,0
2025-05-27T09:59:54.728036,1,14.6,39.9,5883812864,7362125824,1328556,83585692,60,0
2025-05-27T09:59:56.899014,1,54.2,40.0,5883812864,7362125824,1333171,83636027,60,0
2025-05-27T09:59:59.031886,1,21.3,39.6,5883812864,7362183168,1338439,83905988,72,0
2025-05-27T10:00:01.182408,1,16.3,39.6,5883812864,7362301952,1343247,84181293,60,0
2025-05-27T10:00:03.306527,1,12.5,39.7,5883812864,7362469888,1356067,85187015,60,0
2025-05-27T10:00:05.439102,1,12.7,39.8,5883812864,7362555904,1363063,85700216,68,0
2025-05-27T10:00:07.605687,1,14.8,39.9,5883812864,7362555904,1368597,86106786,60,0
2025-05-27T10:00:09.878055,1,42.7,39.5,5883812864,7362609152,1395105,87347768,60,0
2025-05-27T10:00:12.002866,1,28.9,40.0,5883812864,7362609152,1401889,87879256,68,0
2025-05-27T10:00:14.134020,1,12.2,40.0,5883812864,7362609152,1413240,88141589,60,0
2025-05-27T10:00:16.338756,0,17.2,40.0,5883812864,7362744320,1428196,89168526,60,0
2025-05-27T10:00:18.504230,1,28.8,39.4,5883812864,7362744320,1438636,90044244,60,0
2025-05-27T10:00:20.615981,1,30.0,39.6,5883812864,7362822144,1443322,90328036,60,0
2025-05-27T10:00:22.945916,1,24.4,39.6,5883812864,7363043328,1448482,90716385,60,0
2025-05-27T10:00:25.060217,1,12.7,39.8,5883812864,7363080192,1455433,91107168,68,0
2025-05-27T10:00:27.234237,1,27.8,39.9,5883812864,7363080192,1461840,91617038,60,0
2025-05-27T10:00:29.811320,1,12.3,39.6,5883812864,7363104768,1465831,91768162,68,0
2025-05-27T10:00:31.930094,1,15.2,39.8,5883812864,7363264512,1472329,92174456,80,0
2025-05-27T10:00:34.046852,1,15.0,39.9,5883812864,7363264512,1480938,92488927,72,0
2025-05-27T10:00:36.174908,1,25.3,40.0,5883812864,7363317760,1488947,93018925,80,0
2025-05-27T10:00:38.337155,1,13.4,40.1,5883812864,7363317760,1495244,93519422,68,0
2025-05-27T10:00:40.527175,1,38.5,39.7,5883812864,7363354624,1502711,93937505,60,0
2025-05-27T10:00:42.643910,1,15.6,39.8,5883812864,7363354624,1522840,94649847,80,0
2025-05-27T10:00:44.785306,1,16.0,39.8,5883812864,7363371008,1547372,96229480,60,0
2025-05-27T10:00:46.934327,1,47.9,40.0,5883812864,7363489792,1560228,96834628,60,0
2025-05-27T10:00:49.110240,1,12.3,40.1,5883812864,7363489792,1566840,97387954,60,0
2025-05-27T10:00:51.246406,1,20.9,39.8,5883812864,7363547136,1571176,97537278,60,0
2025-05-27T10:00:53.581694,1,16.3,39.8,5883812864,7363547136,1575610,97812349,60,0
2025-05-27T10:00:55.708473,1,12.8,39.9,5883812864,7363547136,1591140,98904770,68,0
2025-05-27T10:00:57.838637,1,16.7,40.1,5883812864,7363608576,1596244,99309736,72,0
2025-05-27T10:00:59.972333,1,12.5,40.1,5883812864,7363608576,1601452,99576853,60,0
2025-05-27T10:01:02.124890,1,18.9,39.8,5883812864,7363751936,1609712,100104595,60,0
2025-05-27T10:01:04.280316,1,14.0,39.9,5883812864,7363751936,1616733,100512956,68,0
2025-05-27T10:01:06.412406,1,55.2,40.0,5883812864,7363751936,1621198,100686166,60,0
2025-05-27T10:01:08.560058,1,15.2,40.2,5883812864,7364055040,1629299,101211503,60,0
2025-05-27T10:01:10.735264,0,43.7,39.5,5883812864,7364091904,1640820,101392244,56,0
2025-05-27T10:01:13.011292,1,13.9,39.7,5883812864,7364128768,1646133,101551189,80,0
2025-05-27T10:01:15.137274,1,17.1,39.8,5883812864,7364128768,1655250,102165141,68,0
2025-05-27T10:01:17.272356,1,40.3,40.0,5883812864,7364272128,1681357,103681854,68,0
2025-05-27T10:01:19.438264,1,36.5,40.0,5883812864,7364272128,1701741,105196368,60,0
2025-05-27T10:01:21.567593,1,18.0,39.7,5883812864,7364272128,1709275,105737797,60,0
2025-05-27T10:01:23.895363,1,14.6,39.8,5883812864,7364337664,1715329,106141696,60,0
2025-05-27T10:01:26.051067,1,25.0,39.9,5883812864,7364337664,1722107,106625401,60,0
2025-05-27T10:01:28.173764,1,24.1,39.9,5883812864,7364390912,1727634,106952246,68,0
2025-05-27T10:01:30.288276,1,18.1,40.0,5883812864,7364390912,1733674,107258224,68,0
2025-05-27T10:01:32.413929,1,16.7,39.7,5883812864,7364390912,1737216,107293089,68,0
2025-05-27T10:01:34.553274,1,15.2,39.8,5883812864,7364530176,1756563,108727352,68,0
2025-05-27T10:01:36.667006,1,68.2,40.1,5883812864,7364530176,1763629,109220746,60,0
2025-05-27T10:01:38.811038,1,22.6,40.2,5883812864,7364583424,1772128,109774885,60,0
2025-05-27T10:01:40.922145,1,29.1,40.3,5883812864,7364616192,1779916,110192521,80,0
2025-05-27T10:01:43.067767,1,20.2,39.7,5883812864,7364657152,1791101,110242398,60,0
2025-05-27T10:01:45.215312,1,17.1,39.8,5883812864,7364657152,1799412,110876315,60,0
